Instruction,Input,Output
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Digital Camera, FHD 1080P Camera, Digital Point and Shoot Camera with 16X Zoom Anti Shake, Compact Small Camera for Boys Girls Kids : Electronics"", ""description"": null, ""features"": ""SHOOT DECENT IMAGES WITH EASE - The digital camera captures high-clarity FHD 1080P videos and 44MP photos with the newest CMOS metering system, no need for complicated manual settings while delivering natural color images automatically. One second to press the shutter, it's easy for starters and kids., PORTABLE FOR TRAVEL & NICE BATTERY LIFE - The kids camera is a perfect everyday and take everywhere camera with it's petite body, durable, lightweight and small enough for your pocket. With two large capacity batteries, charging several times can last for one month. Plus, the automatic turn-off setting saves more energy in vacation trips and camping., VERY EASY TO USE - Conducted with ergonomic design, from easy to access buttons to simple functions menu, user-friendly interfaces down to the large LCD display, a 5-13 years kid can easily figure out. Just install the SD card, battery, two seconds to turn it on, and freely capture all fun memories with friends, family., ENCOURAGE CREATIVE - If you are tired of its automatic results, the point and shoot camera allows you to customize pictures. 16X zoom is great for photographing objects in the distance. 20 pcs creative filter effects to take Vintage photos, Black/White photos..., Anti shake, webcam, face and smile detection, continuous shooting, self-timer, waiting for you to explore them., SUPERIOR SUPPORT FOR THIS GIFT - Backed by a one year hassle-free promise- refund and replacement. Digital camera, SD card, lanyard, storage bag, batteries, adapter, cable, exquisite box..., contains everything you need. It is a perfect gift for boys, girls, teens on birthdays, Christmas or any important events, a first real camera for kids who love to take videos and pictures."", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras"", ""whatsInTheBox"": ""Digital camera, SD card, lanyard, storage bag, batteries, adapter, cable, exquisite box""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : 4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black : Electronics"", ""description"": null, ""features"": ""[4K VIDEO CAMERA WITH BATTERY CRADLE] 4K digital camera with anti-shake doesn't miss all details, the vlogging camera's pause helps save editing time, and the time-lapse and slow-motion features create the creativity you want! In addition, 4K vlogging camera for YouTube can as a webcam, letting you easily do live streaming or video calls on YouTube, Facebook or other social media. The digital camera's charger stand can charge the camera and battery at the same time to save you time!, [48MP SUPER HD PHOTOGRAPHY CAMERA] Digital camera for photography has a 48MP image resolution and an 8MP CMOS image sensor. Autofocus features make this digital camera for beginners who want to quickly take HD photos, and take clear text or portraits up close without much work, and 16x zoom point and shoot camera can also shoot landscapes from a distance, to capture all the moments you want with clarity! 3'' 180° flip travel camera lets you easily take selfies., [PORTABLE CAMERA WITH FLASH] Compact travel camera with two 800mAh large-capacity batteries weighs 0.59 LBS and is the size of a palm. You can manually shoot for a long time without tired, and easily slip Zostuic digital camera for travel into your bag. In addition, a digital camera for photography and video has its built-in flash, which can take clear photos and videos in darker environments, and record the cultural scenery you want to record on a relaxing night!, [PERFECT GIFT FOR SHARING FUN] Fashion point and shoot digital camera for beginners and teens is full-featured and easy to use! The 4K photography camera makes everyone use it easily in home life, social software, travel, or festivals! Also, This compact camera is the perfect gift for yourself, lovers, friends, children, or parents for Valentine's Day, Thanksgiving, Christmas, and birthday day! Come and start your innovation!, [MORE FUNCTION WAITING YOU TO UNLOCK] Zostuic digital camera can be connected to external tripods and microphones. vlogging camera has a variety of functions, 16X zoom, time-lapse(2/5/10S), 3 continuous shooting, beauty, flash, 180° flip screen, face/smile capture... We provide a 1-year warranty, a 32G card, battery cradle charger and 2 batteries... if you have any questions, please feel free to contact us, and we will reply to you within 24 hours."", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras"", ""whatsInTheBox"": ""Camera*1,32G Card*1, Rechargeable Battery*2,\nUser Manual*1, Lens*1, Lens Cap*1,Battery Charger*1,\nHDMI Cable*1,Charger*1,USB Cable*1,\nCamera Bag*1, Strap*1, Cleaning Cloth*1.""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Canon EOS Rebel T7 DSLR Camera with 18-55mm Lens | Built-in Wi-Fi | 24.1 MP CMOS Sensor | DIGIC 4+ Image Processor and Full HD Videos : Electronics"", ""description"": ""Perfect for beginners, this camera bundle offers the essential tools needed to take your SLR skills to new heights, all in one convenient package. No matter where your next adventure takes you, count on the EOS Rebel t7's impressive 24.1 Megapixel CMOS sensor and wide ISO range of 100-6400 (H: 12800) to capture high-quality images, even in low-light situations."", ""features"": ""24.1 Megapixel CMOS (APS-C) sensor with is 100–6400 (H: 12800), Built-in Wi-Fi and NFC technology, 9-Point AF system and AI Servo AF, Optical Viewfinder with approx 95% viewing coverage, Use the EOS Utility Webcam Beta Software (Mac and Windows) to turn your compatible Canon camera into a high-quality webcam. Compatible Lenses- Canon EF Lenses (including EF-S lenses, excluding EF-M lenses)"", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › DSLR Cameras"", ""whatsInTheBox"": ""Camera Body & Lens""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Ring Floodlight Cam Wired Plus"", ""description"": null, ""features"": ""1080p HD security camera with motion-activated LED floodlights, 105dB security siren, Two-Way Talk, and customizable motion zones., Get motion-activated notifications on your phone, tablet or PC and check in at home anytime with Live View all in the Ring app., Customize motion zones in the Ring app to fine-tune which areas you want to focus on., Eliminate blindspots or dark areas with built-in Color Night Vision and two LED floodlights., Easily hardwire to the outside of your home and connect to wifi for around-the-clock power and peace of mind., Save your recorded videos for up to 180 days to rewatch any time, get alerts for people and package, and so much more with a Ring Home subscription (sold separately)., For added peace of mind, pair with Alexa to help you keep an eye on your home. Connect with Alexa to hear motion alerts on your compatible Echo device or see a Live View with an Echo Show, Fire TV, or Fire Tablet. Talk to visitors by saying, “Alexa, talk to the front door.”"", ""breadcrumbs"": """", ""whatsInTheBox"": null}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : 4K Digital Camera for Photography and Video, Autofocus Anti-Shake 48MP Vlogging Camera for YouTube, 3'' 180°Flip Screen Camera with Flash 16X Zoom, Digital Camera with 32GB Card Battery Charger Black : Electronics"", ""description"": null, ""features"": ""[4K VIDEO CAMERA WITH BATTERY CRADLE] 4K digital camera with anti-shake doesn't miss all details, the vlogging camera's pause helps save editing time, and the time-lapse and slow-motion features create the creativity you want! In addition, 4K vlogging camera for YouTube can as a webcam, letting you easily do live streaming or video calls on YouTube, Facebook or other social media. The digital camera's charger stand can charge the camera and battery at the same time to save you time!, [48MP SUPER HD PHOTOGRAPHY CAMERA] Digital camera for photography has a 48MP image resolution and an 8MP CMOS image sensor. Autofocus features make this digital camera for beginners who want to quickly take HD photos, and take clear text or portraits up close without much work, and 16x zoom point and shoot camera can also shoot landscapes from a distance, to capture all the moments you want with clarity! 3'' 180° flip travel camera lets you easily take selfies., [PORTABLE CAMERA WITH FLASH] Compact travel camera with two 800mAh large-capacity batteries weighs 0.59 LBS and is the size of a palm. You can manually shoot for a long time without tired, and easily slip Zostuic digital camera for travel into your bag. In addition, a digital camera for photography and video has its built-in flash, which can take clear photos and videos in darker environments, and record the cultural scenery you want to record on a relaxing night!, [PERFECT GIFT FOR SHARING FUN] Fashion point and shoot digital camera for beginners and teens is full-featured and easy to use! The 4K photography camera makes everyone use it easily in home life, social software, travel, or festivals! Also, This compact camera is the perfect gift for yourself, lovers, friends, children, or parents for Valentine's Day, Thanksgiving, Christmas, and birthday day! Come and start your innovation!, [MORE FUNCTION WAITING YOU TO UNLOCK] Zostuic digital camera can be connected to external tripods and microphones. vlogging camera has a variety of functions, 16X zoom, time-lapse(2/5/10S), 3 continuous shooting, beauty, flash, 180° flip screen, face/smile capture... We provide a 1-year warranty, a 32G card, battery cradle charger and 2 batteries... if you have any questions, please feel free to contact us, and we will reply to you within 24 hours."", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras"", ""whatsInTheBox"": ""Camera*1,32G Card*1, Rechargeable Battery*2,\nUser Manual*1, Lens*1, Lens Cap*1,Battery Charger*1,\nHDMI Cable*1,Charger*1,USB Cable*1,\nCamera Bag*1, Strap*1, Cleaning Cloth*1.""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Saneen Digital Camera, 4k Cameras for Photography & Video, 64MP WiFi Touch Screen Vlogging Camera for YouTube with Flash, 32GB Card, Lens Hood, 3000mAH Battery, Front and Rear Cameras - Black : Electronics"", ""description"": null, ""features"": ""4 K & 64 MP cameras for photography: Multiple video and photo sizes are up to you - video resolution：4 K /2.7 K /1080 P/720 P/360 P; photo pixel:64 M/56 M/48 M/30 M/24 M/20 M/12 M/8 M, Doubles as A Webcam & Pause Function:Connect to PC and work as webcam to video calling. The camera have an excellent PAUSE FUNCTION which allows you to continue recording in the same File without restarting a new one, WiFi & HDMI Output Function: Saneen WiFi camera makes you can share the photos and videos online with mobile phones instantly.This camcorder supports TV output and can be connected to TV to share your video with family, 4.0” Touch Screen & Dual-Lens camera: This camera supports 4.0-inch touch screen. Equipped with dual lens,easy switching to front camera, you can see what you are recording or the picture framing while doing self blogging, What You Get: Bundle Items Include: Camera x 1; 3000mAH Lithium Battery x1; USB cable x1; User Manual x1；32GB card x1, Lanyard x1,Lens Hood x1,Camera bag x1. We provide 12 months warranty, 30 days no reason to return, There are very important points about external microphones that need attention: 1. The external microphone needs its own power supply, the camera cannot power the microphone, There are very important points about external microphones that need attention: 2. The external microphone must be a dual-channel microphone with a 3.5mm connector, Please pay attention：This is a regular camera suitable for beginners, teenagers, and non professionals with low-level needs. It is not suitable for professionals who have high requirements for photography, such as requiring the same image quality and video quality as professional cameras"", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras"", ""whatsInTheBox"": null}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Saneen Digital Camera, 4k Cameras for Photography & Video, 64MP WiFi Touch Screen Vlogging Camera for YouTube with Flash, 32GB Card, Lens Hood, 3000mAH Battery, Front and Rear Cameras - Black : Electronics"", ""description"": null, ""features"": ""4 K & 64 MP cameras for photography: Multiple video and photo sizes are up to you - video resolution：4 K /2.7 K /1080 P/720 P/360 P; photo pixel:64 M/56 M/48 M/30 M/24 M/20 M/12 M/8 M, Doubles as A Webcam & Pause Function:Connect to PC and work as webcam to video calling. The camera have an excellent PAUSE FUNCTION which allows you to continue recording in the same File without restarting a new one, WiFi & HDMI Output Function: Saneen WiFi camera makes you can share the photos and videos online with mobile phones instantly.This camcorder supports TV output and can be connected to TV to share your video with family, 4.0” Touch Screen & Dual-Lens camera: This camera supports 4.0-inch touch screen. Equipped with dual lens,easy switching to front camera, you can see what you are recording or the picture framing while doing self blogging, What You Get: Bundle Items Include: Camera x 1; 3000mAH Lithium Battery x1; USB cable x1; User Manual x1；32GB card x1, Lanyard x1,Lens Hood x1,Camera bag x1. We provide 12 months warranty, 30 days no reason to return, There are very important points about external microphones that need attention: 1. The external microphone needs its own power supply, the camera cannot power the microphone, There are very important points about external microphones that need attention: 2. The external microphone must be a dual-channel microphone with a 3.5mm connector, Please pay attention：This is a regular camera suitable for beginners, teenagers, and non professionals with low-level needs. It is not suitable for professionals who have high requirements for photography, such as requiring the same image quality and video quality as professional cameras"", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras"", ""whatsInTheBox"": ""Battery""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Ring Floodlight Cam Wired Plus"", ""description"": null, ""features"": ""1080p HD security camera with motion-activated LED floodlights, 105dB security siren, Two-Way Talk, and customizable motion zones., Get motion-activated notifications on your phone, tablet or PC and check in at home anytime with Live View all in the Ring app., Customize motion zones in the Ring app to fine-tune which areas you want to focus on., Eliminate blindspots or dark areas with built-in Color Night Vision and two LED floodlights., Easily hardwire to the outside of your home and connect to wifi for around-the-clock power and peace of mind., Save your recorded videos for up to 180 days to rewatch any time, get alerts for people and package, and so much more with a Ring Home subscription (sold separately)., For added peace of mind, pair with Alexa to help you keep an eye on your home. Connect with Alexa to hear motion alerts on your compatible Echo device or see a Live View with an Echo Show, Fire TV, or Fire Tablet. Talk to visitors by saying, “Alexa, talk to the front door.”"", ""breadcrumbs"": """", ""whatsInTheBox"": null}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : TP-Link Tapo 1080P Indoor Security Camera for Baby Monitor, Dog Camera w/Motion Detection, 2-Way Audio Siren, Night Vision, Cloud & SD Card Storage, Works w/Alexa & Google Home (Tapo C100) : Electronics"", ""description"": ""Protect your home with the Tapo C100 smart indoor security camera Wi-Fi. Featuring crystal-clear 1080P high-definition video, it captures every detail inside your home. Receive instant push notifications when motion, a person, or baby crying is detected from this baby camera monitor, all without additional fees. Monitor your home day and night with up to 30ft of night vision using the integrated IR sensor. Utilize the 2-way audio with a built-in siren to use as a pet camera with the phone app and deter intruders. Fully compatible with Amazon Alexa and Google Assistant, simply use voice commands to view the Tapo indoor security camera live stream on Echo Show or Google Chromecast with a screen. Store footage continuously on a microSD card up to 512 GB (not included) or subscribe to Tapo Care for cloud storage, offering a 30-day video history and additional benefits such as motion tracking and baby crying detection. [Before purchasing a microSD card, please check the TP-Link website FAQ to ensure compatibility with your device.]"", ""features"": ""【Motion Detection & Instant Notification】Get instant push notifications when motion, person or baby crying is detected, there is no additional fee to use it as a baby camera monitor. Discern from notifications that matter, so you'll know if its your pet playing around or if someone is actually there., 【2-Way Audio w/ Built In Siren】Never truly leave home with the built-in 2-way audio. Use as a pet camera with phone app to comfort your pet from anywhere in the world. Keep your family safe with cameras for home security indoor by warding off intruders., 【Night Vision up to 30 Ft.】Never miss a thing that goes on, even at night thanks to the integrated IR system on this indoor camera which provides 30 feet of night vision., 【1080P FHD】Capture every detail inside your home with crystal-clear 1080P high definition video with this indoor security camera. Easily see what your baby is holding or what your pet is playing with., 【Works w/ Alexa & Google Home】Fully compatible with Amazon Alexa and Google Assistant, use your simple voice command to view Tapo indoor security camera live stream on Echo Show or Google Chrome Cast with a screen. Easily get your home security footage up on a larger TV display."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Bullet Cameras"", ""whatsInTheBox"": ""Tapo C100 Camera, DC Power Adapter, Quick Start Guide, Mounting Screws, Mounting Template""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Kasa Indoor Pan/Tilt Smart Security Camera, 1080p HD Dog-Camera,2.4GHz with Night Vision,Motion Detection for Baby and Pet Monitor, Cloud & SD Card Storage, Works with Alexa& Google Home (EC70), White : Electronics"", ""description"": ""Get the full picture of any space in your apartment, dorm or home with the Kasa Spot Pan Tilt. Receive instant alerts and live stream 1080p HD video to your smartphone, Alexa or Google Assistant supported display. The Spot even provides HD video up to 30 ft. with Night Vision. EC70 continuously records and stores footage on a local MicroSD card up to 256 GB (MicroSD card not included). Premium cloud storage options are available."", ""features"": ""Live Steam from Anywhere with Pan/Tilt: Sharp and clear 1080p Full HD provides high quality video right in the palm of your hand. Swipe up, down, left and right on your phone to rotate and set your camera’s point of view in real-time.Controller Type:Google Assistant;Amazon Alexa.Connectivity protocol:Wi-Fi.Power source type:Corded Electric.Two-way Audio : Use crisp two-way audio to communicate with nosy roommates, family, or even mischievous pets.Two-way Audio : Use crisp two-way audio to communicate with nosy roommates, family, or even mischievous pets..Operating Temperature : 0°C~40°C (32°F~104°F), Real-Time Motion/Sound Detection: Get alerts on your smart phone whenever motion or sound is detected even at night (30ft). Enable patrol mode on your home security camera system, to make most use of cameras for home security as pet camera or nanny cam, Smart Actions: As one of the most user-friendly security cameras, EC70 provides you a way to set your lights to turn on when your camera detects motion with Smart Actions, which allow you to create interactions between your camera and other Kasa devices"", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Dome Cameras"", ""whatsInTheBox"": ""1x Kasa Pan/Tilt Camera\n1x Power Adapter\nQuick Start Guide\nMounting Screws\nMounting Plate""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : Polaroid Now 2nd Generation I-Type Instant Camera + Film Bundle - Now Black Camera + 16 Color Photos (6248)- Black : Electronics"", ""description"": ""Capture and keep your everyday moments forever with the Polaroid Now i-Type Instant Film Camera. Our new Generation 2 analog instant camera is made with 40% recycled materials and the internal lithium-ion battery charges via USB-C. The Polaroid Now Generation 2 includes a dual lens autofocus system and accurate human friendly flash to help you catch life as you live it in iconic Polaroid style. The Polaroid Now Generation 2 is packed with added features for limitless creativity including self-timer and Double Exposure mode, allowing you to frame two moments in one iconic image. The Polaroid Now Generation 2 is available in 4 vibrant colors including Black, Panda, Red and Blue. Neck strap and USB charging cable included. Compatible with i-Type & 600 film. Film sold separately."", ""features"": ""NOW CAMERA + FILM BUNDLE: The Polaroid Now Generation 2 point-and-shoot analog instant camera has all you need to catch every life moment in an original Polaroid photograph., FILM INCLUDED: The Now Everything Box includes the Now i-Type Instnat Camera (Black) plus a double pack of Color i-Type Film (16 photos) to get you shooting right out of the box., NEW & IMPROVED: Our new Now Generation 2 analog instant camera is now made with 40% recycled materials and the internal lithium-ion battery charges via USB-C, DOUBLE EXPOSURE: The Now camera can frame two moments in one with double exposure, or get yourself in the picture with self-timer and an accurate flash to make everyone look like they should., POINT. SHOOT. KEEP FOREVER: Now camera is compatible with both i-Type film and 600 film."", ""breadcrumbs"": ""Electronics › Camera & Photo › Film Photography › Film Cameras › Instant Cameras"", ""whatsInTheBox"": ""Camera Body & Accessories""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : KODAK PIXPRO Friendly Zoom FZ45-RD 16MP Digital Camera with 4X Optical Zoom 27mm Wide Angle and 2.7\"" LCD Screen (Red) : Electronics"", ""description"": ""Introducing the FZ45, Friendly Zoom model from the KODAK PIXPRO collection of digital cameras. Compact, intuitive and oh so easy to use, the FZ45 is the perfect camera to take anywhere you go. One-touch video, red-eye removal, face detection and convenient AA batteries are just the start. KODAK PIXPRO Digital Cameras - Tell your story."", ""features"": ""4x Optical Zoom - 27mm Wide Angle Lens, 16MP CMOS Sensor, 1080p Full HD Video - Vlogging Camera, SD Card Compatibility: At least Class 10, no larger than 512GB (SD, SDHC, SDXC), 2.7” LCD"", ""breadcrumbs"": ""Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras"", ""whatsInTheBox"": ""Camera Body & Accessories""}",
Generate 4 highlights for the product based on the input. Each highlight should have a short text heading followed by a slightly longer explanation.,"{""title"": ""Amazon.com : TP-Link Tapo 1080P Indoor Security Camera for Baby Monitor, Dog Camera w/Motion Detection, 2-Way Audio Siren, Night Vision, Cloud & SD Card Storage, Works w/Alexa & Google Home (Tapo C100) : Electronics"", ""description"": ""Protect your home with the Tapo C100 smart indoor security camera Wi-Fi. Featuring crystal-clear 1080P high-definition video, it captures every detail inside your home. Receive instant push notifications when motion, a person, or baby crying is detected from this baby camera monitor, all without additional fees. Monitor your home day and night with up to 30ft of night vision using the integrated IR sensor. Utilize the 2-way audio with a built-in siren to use as a pet camera with the phone app and deter intruders. Fully compatible with Amazon Alexa and Google Assistant, simply use voice commands to view the Tapo indoor security camera live stream on Echo Show or Google Chromecast with a screen. Store footage continuously on a microSD card up to 512 GB (not included) or subscribe to Tapo Care for cloud storage, offering a 30-day video history and additional benefits such as motion tracking and baby crying detection. [Before purchasing a microSD card, please check the TP-Link website FAQ to ensure compatibility with your device.]"", ""features"": ""【Motion Detection & Instant Notification】Get instant push notifications when motion, person or baby crying is detected, there is no additional fee to use it as a baby camera monitor. Discern from notifications that matter, so you'll know if its your pet playing around or if someone is actually there., 【2-Way Audio w/ Built In Siren】Never truly leave home with the built-in 2-way audio. Use as a pet camera with phone app to comfort your pet from anywhere in the world. Keep your family safe with cameras for home security indoor by warding off intruders., 【Night Vision up to 30 Ft.】Never miss a thing that goes on, even at night thanks to the integrated IR system on this indoor camera which provides 30 feet of night vision., 【1080P FHD】Capture every detail inside your home with crystal-clear 1080P high definition video with this indoor security camera. Easily see what your baby is holding or what your pet is playing with., 【Works w/ Alexa & Google Home】Fully compatible with Amazon Alexa and Google Assistant, use your simple voice command to view Tapo indoor security camera live stream on Echo Show or Google Chrome Cast with a screen. Easily get your home security footage up on a larger TV display."", ""breadcrumbs"": ""Electronics › Camera & Photo › Video Surveillance › Surveillance Cameras › Bullet Cameras"", ""whatsInTheBox"": ""Tapo C100 Camera, DC Power Adapter, Quick Start Guide, Mounting Screws, Mounting Template""}",
